Base Report_test
Start time:	12/2/2023 12:00:00 AM
End time:	1/2/2024 12:00:00 AM	Print time:	1/2/2024	8:15 AM

Time	1QCA10CL001:av	0QCC10CL001:av	0HRJ20CL001:av	1QCB10CL001:av	0ETH11CW001:av	2HTJ10CW001:av	2HRJ11CW001:av
NH4OH Tank Niveau	CaO Tank niveau	Niv FriAdsSilo	NaOH Tank Nivĺ	Wei RsdSilo	Kalksilo	Wei LigCkSi


%	%	%	%	t	t	t

12/8/2023 3:50:00 PM	57.426	36.357	67.254	36.441	31.059	34.264	34.323
12/8/2023 4:00:00 PM	57.381	36.357	67.248	36.390	31.639	34.216	34.330
12/8/2023 4:10:00 PM	57.313	36.357	67.259	36.315	32.073	34.183	34.335
12/8/2023 4:20:00 PM	57.325	36.357	67.302	36.261	32.217	34.155	34.330
12/8/2023 4:30:00 PM	57.379	36.357	67.606	36.213	32.310	34.126	34.323
12/8/2023 4:40:00 PM	57.298	36.356	67.622	36.171	32.397	34.095	34.316
12/8/2023 4:50:00 PM	57.208	36.341	67.615	36.131	32.473	34.064	34.309
12/8/2023 5:00:00 PM	57.172	36.319	67.608	36.096	32.548	34.033	34.302
12/8/2023 5:10:00 PM	57.158	36.298	67.601	36.066	32.650	34.003	34.296
12/8/2023 5:20:00 PM	57.164	36.276	67.594	36.036	32.780	33.970	34.303
12/8/2023 5:30:00 PM	57.105	32.115	67.592	36.004	32.914	33.933	34.313
12/8/2023 5:40:00 PM	56.975	31.600	67.616	35.969	33.088	33.891	34.323
12/8/2023 5:50:00 PM	56.906	31.689	67.643	35.935	33.234	33.857	34.332
12/8/2023 6:00:00 PM	56.891	31.697	67.568	35.904	33.326	33.824	34.340
12/8/2023 6:10:00 PM	56.954	31.704	67.478	35.875	33.456	33.788	34.334
12/8/2023 6:20:00 PM	56.897	31.711	67.537	35.846	33.652	33.750	34.327
12/8/2023 6:30:00 PM	56.687	31.718	67.487	35.818	33.819	33.709	34.319
12/8/2023 6:40:00 PM	56.698	31.726	67.639	35.790	34.035	33.666	34.312
12/8/2023 6:50:00 PM	56.669	31.739	67.729	35.762	34.429	33.623	34.304
12/8/2023 7:00:00 PM	56.607	31.755	67.070	35.735	34.756	33.582	34.298
12/8/2023 7:10:00 PM	56.604	31.771	66.665	35.708	34.899	33.543	34.297
12/8/2023 7:20:00 PM	56.535	31.786	66.659	35.680	35.050	33.508	34.297
12/8/2023 7:30:00 PM	56.500	34.006	66.653	35.653	35.287	33.476	34.297
12/8/2023 7:40:00 PM	56.428	34.962	66.646	35.624	35.438	33.445	34.297
12/8/2023 7:50:00 PM	56.406	34.969	66.640	35.594	35.625	33.409	34.297
12/8/2023 8:00:00 PM	56.490	34.976	66.638	35.564	35.732	33.374	34.297
12/8/2023 8:10:00 PM	56.306	34.983	66.672	35.543	35.834	33.340	34.297
12/8/2023 8:20:00 PM	56.325	34.991	68.209	35.525	35.940	33.306	34.297
12/8/2023 8:30:00 PM	56.313	34.997	70.137	35.507	36.030	33.274	34.297
12/8/2023 8:40:00 PM	56.302	34.996	70.118	35.489	36.097	33.241	34.297
12/8/2023 8:50:00 PM	56.341	34.994	70.100	35.472	36.163	33.206	34.297
12/8/2023 9:00:00 PM	56.288	34.993	70.081	35.451	36.224	33.169	34.297
12/8/2023 9:10:00 PM	56.232	34.991	69.968	35.424	36.278	33.132	34.297
12/8/2023 9:20:00 PM	56.246	34.990	69.338	35.397	36.332	33.096	34.297
12/8/2023 9:30:00 PM	56.156	34.974	69.331	35.371	36.386	33.061	34.297
12/8/2023 9:40:00 PM	56.185	34.548	69.324	35.347	36.444	33.026	34.297
12/8/2023 9:50:00 PM	56.220	33.855	69.317	35.325	36.503	32.990	34.297
12/8/2023 10:00:00 PM	56.219	33.806	69.310	35.302	36.562	32.955	34.295
12/8/2023 10:10:00 PM	56.123	33.796	69.302	35.279	36.624	32.919	34.285
12/8/2023 10:20:00 PM	56.006	33.787	69.306	35.259	36.689	32.882	34.274
12/8/2023 10:30:00 PM	55.980	33.777	69.319	35.240	36.754	32.844	34.263
12/8/2023 10:40:00 PM	56.031	33.768	69.333	35.221	36.825	32.807	34.256
12/8/2023 10:50:00 PM	55.978	33.758	69.346	35.203	36.907	32.769	34.262
12/8/2023 11:00:00 PM	55.941	33.753	69.370	35.184	36.989	32.717	34.269
12/8/2023 11:10:00 PM	56.021	33.754	68.335	35.164	37.076	32.687	34.276
12/8/2023 11:20:00 PM	55.995	33.755	68.245	35.144	37.166	32.662	34.283
12/8/2023 11:30:00 PM	55.962	33.756	68.258	35.124	37.373	32.620	34.291
12/8/2023 11:40:00 PM	55.890	33.757	68.271	35.104	37.803	32.576	34.280
12/8/2023 11:50:00 PM	55.942	33.757	68.284	35.085	38.035	32.539	34.255
12/9/2023 12:00:00 AM	55.902	33.758	68.375	35.067	38.120	32.505	34.263
12/9/2023 12:10:00 AM	55.909	33.758	69.435	35.050	38.204	32.470	34.271
12/9/2023 12:20:00 AM	55.770	33.758	69.429	35.033	38.289	32.434	34.279
12/9/2023 12:30:00 AM	55.709	33.758	69.444	35.016	38.375	32.397	34.287
12/9/2023 12:40:00 AM	55.689	33.758	69.420	34.999	38.513	32.358	34.295
12/9/2023 12:50:00 AM	55.731	33.758	68.781	34.980	38.917	32.316	34.291
12/9/2023 1:00:00 AM	55.684	33.757	68.776	34.955	39.233	32.268	34.274
12/9/2023 1:10:00 AM	55.725	33.757	68.770	34.931	39.316	32.230	34.260
12/9/2023 1:20:00 AM	55.650	33.756	68.765	34.907	39.397	32.195	34.256
12/9/2023 1:30:00 AM	55.647	33.755	68.759	34.883	39.467	32.158	34.254
12/9/2023 1:40:00 AM	55.628	33.754	68.753	34.860	39.534	32.120	34.252
12/9/2023 1:50:00 AM	55.602	33.753	68.575	34.837	39.605	32.085	34.250
12/9/2023 2:00:00 AM	55.630	33.645	68.410	34.814	39.692	32.048	34.248
12/9/2023 2:10:00 AM	55.547	32.138	68.406	34.791	39.782	32.009	34.247
12/9/2023 2:20:00 AM	55.446	32.990	68.403	34.771	39.872	31.971	34.247
12/9/2023 2:30:00 AM	55.472	32.996	68.400	34.750	39.962	31.933	34.247
12/9/2023 2:40:00 AM	55.426	33.003	68.397	34.729	40.056	31.895	34.248
12/9/2023 2:50:00 AM	55.391	33.009	68.394	34.708	40.155	31.855	34.248
12/9/2023 3:00:00 AM	55.364	33.015	68.393	34.682	40.494	31.806	34.249
12/9/2023 3:10:00 AM	55.367	33.021	68.393	34.655	40.778	31.753	34.249
12/9/2023 3:20:00 AM	55.420	33.022	68.393	34.629	40.876	31.716	34.249
12/9/2023 3:30:00 AM	55.342	33.021	68.393	34.600	40.957	31.681	34.249
12/9/2023 3:40:00 AM	55.287	33.019	68.393	34.567	41.060	31.645	34.249
12/9/2023 3:50:00 AM	55.222	33.017	68.393	34.535	41.178	31.607	34.249
12/9/2023 4:00:00 AM	55.146	33.016	68.404	34.506	41.285	31.567	34.249
12/9/2023 4:10:00 AM	55.053	33.014	68.418	34.479	41.389	31.528	34.249
12/9/2023 4:20:00 AM	55.029	33.014	68.433	34.453	41.488	31.485	34.249
12/9/2023 4:30:00 AM	55.026	33.015	68.448	34.426	41.604	31.439	34.248
12/9/2023 4:40:00 AM	54.954	33.016	67.993	34.395	41.897	31.385	34.248
12/9/2023 4:50:00 AM	55.011	33.017	67.469	34.363	42.087	31.338	34.247
12/9/2023 5:00:00 AM	54.980	33.018	67.476	34.332	42.210	31.300	34.247
12/9/2023 5:10:00 AM	54.856	33.018	67.482	34.302	42.395	31.256	34.247
12/9/2023 5:20:00 AM	54.846	33.019	67.618	34.274	42.624	31.209	34.247
12/9/2023 5:30:00 AM	54.762	33.019	67.308	34.245	42.719	31.164	34.247
12/9/2023 5:40:00 AM	54.667	33.019	67.232	34.217	42.825	31.118	34.248
12/9/2023 5:50:00 AM	54.684	33.019	67.231	34.189	43.155	31.069	34.248
12/9/2023 6:00:00 AM	54.617	33.019	67.229	34.160	43.491	31.016	34.249
12/9/2023 6:10:00 AM	54.512	33.017	67.227	34.134	43.645	30.964	34.249
12/9/2023 6:20:00 AM	54.471	32.975	67.226	34.111	43.779	30.911	34.249
12/9/2023 6:30:00 AM	54.561	28.382	67.233	34.087	43.918	30.857	34.249
12/9/2023 6:40:00 AM	54.440	38.168	67.268	34.064	44.220	30.803	34.249
12/9/2023 6:50:00 AM	54.348	40.530	67.579	34.035	44.450	30.755	34.249
12/9/2023 7:00:00 AM	54.435	40.531	67.517	34.001	44.542	30.712	34.249
12/9/2023 7:10:00 AM	54.307	40.532	67.538	33.968	44.629	30.663	34.249
12/9/2023 7:20:00 AM	54.287	40.533	67.560	33.935	44.708	30.612	34.249
12/9/2023 7:30:00 AM	54.299	40.533	67.643	33.902	44.791	30.560	34.250
12/9/2023 7:40:00 AM	54.191	40.534	67.437	33.869	44.920	30.517	34.250
12/9/2023 7:50:00 AM	54.139	40.534	67.429	33.841	45.231	30.469	34.251
12/9/2023 8:00:00 AM	54.164	40.534	67.421	33.813	45.520	30.417	34.251
12/9/2023 8:10:00 AM	54.120	40.534	67.413	33.785	45.857	30.373	34.235
12/9/2023 8:20:00 AM	54.089	40.534	67.405	33.754	46.049	30.330	34.208
12/9/2023 8:30:00 AM	54.063	40.534	67.399	33.721	46.129	30.292	34.206
12/9/2023 8:40:00 AM	54.039	40.534	67.410	33.689	46.207	30.254	34.205
12/9/2023 8:50:00 AM	54.062	40.534	67.426	33.659	46.279	30.212	34.204
12/9/2023 9:00:00 AM	53.959	40.534	67.441	33.631	46.352	30.167	34.203
12/9/2023 9:10:00 AM	53.955	40.534	66.832	33.603	46.429	30.117	34.202
12/9/2023 9:20:00 AM	53.847	40.534	66.164	35.700	46.519	30.066	34.201
12/9/2023 9:30:00 AM	53.798	40.534	66.160	50.479	46.749	30.016	34.201
12/9/2023 9:40:00 AM	53.750	40.534	66.157	64.074	47.057	29.959	34.200
12/9/2023 9:50:00 AM	53.746	40.532	66.154	78.805	47.133	29.905	34.200
12/9/2023 10:00:00 AM	53.755	40.531	66.151	81.356	47.217	29.856	34.199
12/9/2023 10:10:00 AM	53.674	40.529	66.148	81.335	47.351	29.811	34.199
12/9/2023 10:20:00 AM	53.587	40.528	66.155	81.315	47.468	29.761	34.199
12/9/2023 10:30:00 AM	53.615	40.526	66.167	81.294	47.568	29.711	34.200
12/9/2023 10:40:00 AM	53.489	40.532	66.179	81.273	47.760	29.661	34.200
12/9/2023 10:50:00 AM	53.554	40.573	66.191	81.248	48.050	29.605	34.200
12/9/2023 11:00:00 AM	53.476	40.839	66.960	81.223	48.206	29.557	34.201
12/9/2023 11:10:00 AM	53.429	41.805	68.026	81.198	48.509	29.507	34.201
12/9/2023 11:20:00 AM	53.430	41.643	68.049	81.170	48.868	29.451	34.191
12/9/2023 11:30:00 AM	53.361	41.605	68.071	81.136	49.057	29.406	34.178
12/9/2023 11:40:00 AM	53.362	41.602	68.193	81.103	49.210	29.365	34.164
12/9/2023 11:50:00 AM	53.301	41.599	67.909	81.072	49.284	29.323	34.168
12/9/2023 12:00:00 PM	53.162	41.595	67.921	81.044	49.348	29.279	34.164
12/9/2023 12:10:00 PM	53.205	41.592	67.933	81.016	49.436	29.237	34.181
12/9/2023 12:20:00 PM	53.239	41.589	67.945	80.989	49.682	29.206	34.187
12/9/2023 12:30:00 PM	53.219	41.587	68.044	80.963	49.851	29.168	34.195
12/9/2023 12:40:00 PM	53.131	41.585	67.721	80.938	49.924	29.125	34.192
12/9/2023 12:50:00 PM	53.111	41.584	67.696	80.913	50.003	29.078	34.184
12/9/2023 1:00:00 PM	53.086	41.582	67.670	80.876	50.118	29.026	34.176
12/9/2023 1:10:00 PM	53.074	41.581	67.645	80.835	50.267	28.979	34.168
12/9/2023 1:20:00 PM	52.986	41.579	67.629	80.799	50.535	28.930	34.160
12/9/2023 1:30:00 PM	52.971	41.578	67.615	80.770	50.685	28.877	34.182
12/9/2023 1:40:00 PM	52.942	41.578	67.602	80.741	50.770	28.829	34.191
12/9/2023 1:50:00 PM	52.887	41.578	67.588	80.711	50.833	28.782	34.183
12/9/2023 2:00:00 PM	52.859	41.578	67.575	80.678	50.885	28.733	34.175
12/9/2023 2:10:00 PM	52.914	41.578	67.565	80.645	50.937	28.681	34.168
12/9/2023 2:20:00 PM	52.799	41.578	67.557	80.608	50.989	28.631	34.160
12/9/2023 2:30:00 PM	52.861	41.571	66.891	80.566	51.048	28.582	34.178
12/9/2023 2:40:00 PM	52.820	41.560	66.883	80.526	51.111	28.529	34.179
12/9/2023 2:50:00 PM	52.761	41.549	66.875	80.496	51.175	28.480	34.160
12/9/2023 3:00:00 PM	52.687	41.538	66.867	80.466	51.240	28.434	34.159
12/9/2023 3:10:00 PM	52.653	41.527	66.859	80.437	51.306	28.376	34.175
12/9/2023 3:20:00 PM	52.628	41.514	66.851	80.409	51.373	28.326	34.190
12/9/2023 3:30:00 PM	52.580	41.441	66.859	80.383	51.463	28.283	34.186
12/9/2023 3:40:00 PM	52.559	41.410	66.879	80.351	51.597	28.234	34.156
12/9/2023 3:50:00 PM	52.590	41.403	66.898	80.301	51.856	28.185	34.140
12/9/2023 4:00:00 PM	52.568	41.396	66.918	80.256	51.981	28.132	34.127
12/9/2023 4:10:00 PM	52.521	41.389	66.721	80.228	52.085	28.083	34.114
12/9/2023 4:20:00 PM	52.482	41.382	67.210	80.200	52.202	28.039	34.124
12/9/2023 4:30:00 PM	52.500	41.375	67.216	80.171	52.513	27.992	34.133
12/9/2023 4:40:00 PM	52.464	41.372	67.222	80.136	52.651	27.940	34.135
12/9/2023 4:50:00 PM	52.411	41.370	67.229	80.099	52.712	27.893	34.128
12/9/2023 5:00:00 PM	52.408	41.369	67.235	80.055	52.772	27.845	34.121
12/9/2023 5:10:00 PM	52.344	41.367	67.241	80.003	52.859	27.790	34.114
12/9/2023 5:20:00 PM	52.283	41.366	67.260	79.936	53.096	27.731	34.107
12/9/2023 5:30:00 PM	52.253	41.364	67.287	79.864	53.437	27.670	34.125
12/9/2023 5:40:00 PM	52.256	41.365	67.314	79.801	53.538	27.613	34.130
12/9/2023 5:50:00 PM	52.207	41.365	67.153	79.762	53.629	27.562	34.124
12/9/2023 6:00:00 PM	52.170	41.366	66.462	79.727	53.716	27.506	34.118
12/9/2023 6:10:00 PM	52.191	41.367	66.456	79.691	53.803	27.451	34.112
12/9/2023 6:20:00 PM	52.138	41.368	66.450	79.655	54.095	27.396	34.106
12/9/2023 6:30:00 PM	52.106	41.368	66.443	79.618	54.366	27.342	34.102
12/9/2023 6:40:00 PM	52.074	41.369	66.437	79.576	54.501	27.295	34.102
12/9/2023 6:50:00 PM	52.043	41.369	66.431	79.533	54.573	27.254	34.102
12/9/2023 7:00:00 PM	52.012	41.369	66.440	79.493	54.647	27.215	34.102
12/9/2023 7:10:00 PM	51.929	41.369	66.460	79.455	54.750	27.171	34.103
12/9/2023 7:20:00 PM	51.841	41.369	66.480	79.418	54.912	27.131	34.103
12/9/2023 7:30:00 PM	51.795	41.358	66.500	79.387	55.111	27.086	34.101
12/9/2023 7:40:00 PM	51.794	40.915	66.166	79.357	55.199	27.046	34.089
12/9/2023 7:50:00 PM	51.735	40.560	65.519	79.326	55.307	27.006	34.077
12/9/2023 8:00:00 PM	51.712	40.483	65.502	79.288	55.477	26.964	34.064
12/9/2023 8:10:00 PM	51.695	40.470	65.485	79.248	55.751	26.919	34.058
12/9/2023 8:20:00 PM	51.608	40.467	65.469	79.211	56.019	26.875	34.064
12/9/2023 8:30:00 PM	51.578	40.465	65.452	79.176	56.239	26.835	34.071
12/9/2023 8:40:00 PM	51.403	40.463	65.439	79.142	56.314	26.793	34.077
12/9/2023 8:50:00 PM	51.424	40.460	65.446	79.110	56.373	26.756	34.083
12/9/2023 9:00:00 PM	51.400	40.458	65.456	79.080	56.432	26.719	34.090
12/9/2023 9:10:00 PM	51.324	40.457	65.465	79.050	56.501	26.676	34.091
12/9/2023 9:20:00 PM	51.191	40.456	65.474	79.011	56.582	26.626	34.084
12/9/2023 9:30:00 PM	51.268	40.455	65.484	78.967	56.675	26.573	34.077
12/9/2023 9:40:00 PM	51.138	40.455	65.639	78.930	56.858	26.489	34.070
12/9/2023 9:50:00 PM	51.143	40.454	65.410	78.901	57.244	26.393	34.063
12/9/2023 10:00:00 PM	51.102	40.453	65.323	78.871	57.587	26.309	34.056
12/9/2023 10:10:00 PM	51.092	40.453	65.269	78.840	58.033	26.227	34.080
12/9/2023 10:20:00 PM	51.028	40.453	65.264	78.808	58.145	26.162	34.081
12/9/2023 10:30:00 PM	50.943	40.453	65.258	78.777	58.202	26.115	34.069
12/9/2023 10:40:00 PM	50.932	40.453	65.253	78.731	58.261	26.067	34.057
12/9/2023 10:50:00 PM	50.961	40.453	65.247	78.678	58.342	26.012	34.011
12/9/2023 11:00:00 PM	50.898	40.451	65.244	78.633	58.430	25.960	34.017
12/9/2023 11:10:00 PM	50.887	40.432	65.265	78.588	58.687	25.901	34.025
12/9/2023 11:20:00 PM	50.861	40.410	66.100	78.537	59.126	25.851	34.033
12/9/2023 11:30:00 PM	50.773	40.388	67.209	78.486	59.305	25.794	34.041
12/9/2023 11:40:00 PM	50.771	40.347	67.215	78.445	59.376	25.720	34.049
12/9/2023 11:50:00 PM	50.721	40.016	67.221	78.404	59.445	25.650	34.048
12/10/2023 12:00:00 AM	50.621	39.988	67.226	78.365	59.565	25.594	34.035
12/10/2023 12:10:00 AM	50.635	39.980	67.232	78.327	59.728	25.528	34.022
12/10/2023 12:20:00 AM	50.563	39.975	67.238	78.282	59.826	25.470	34.013
12/10/2023 12:30:00 AM	50.471	39.970	67.255	78.229	60.080	25.418	34.010
12/10/2023 12:40:00 AM	50.471	39.965	67.279	78.179	60.461	25.360	34.008
12/10/2023 12:50:00 AM	50.496	39.961	67.302	78.132	60.690	25.330	34.006
12/10/2023 1:00:00 AM	50.421	39.957	67.089	78.095	60.769	25.304	34.004
12/10/2023 1:10:00 AM	50.426	39.955	65.975	78.063	60.842	25.265	34.002
12/10/2023 1:20:00 AM	50.399	39.954	65.964	78.030	60.924	25.207	34.001
12/10/2023 1:30:00 AM	50.345	39.952	65.956	77.966	61.017	25.156	34.001
12/10/2023 1:40:00 AM	50.252	39.950	65.948	77.914	61.169	25.106	34.002
12/10/2023 1:50:00 AM	50.233	39.949	65.940	77.882	61.353	25.057	34.002
12/10/2023 2:00:00 AM	50.258	39.947	65.932	77.849	61.451	25.006	34.003
12/10/2023 2:10:00 AM	50.295	39.947	65.928	77.817	61.778	24.959	34.003
12/10/2023 2:20:00 AM	50.203	39.946	65.929	77.785	61.946	24.910	33.994
12/10/2023 2:30:00 AM	50.154	39.945	65.929	77.753	62.031	24.858	33.966
12/10/2023 2:40:00 AM	50.182	39.944	65.930	77.719	62.100	24.803	33.967
12/10/2023 2:50:00 AM	50.095	39.943	65.931	77.684	62.151	24.761	33.974
12/10/2023 3:00:00 AM	50.100	39.938	65.932	77.649	62.202	24.712	33.982
12/10/2023 3:10:00 AM	50.044	39.922	65.942	77.612	62.253	24.661	33.989
12/10/2023 3:20:00 AM	49.959	39.905	65.970	77.574	62.389	24.608	33.996
12/10/2023 3:30:00 AM	49.925	39.888	66.349	77.540	62.636	24.553	34.002
12/10/2023 3:40:00 AM	49.932	39.872	66.336	77.509	62.874	24.505	34.003
12/10/2023 3:50:00 AM	49.975	39.696	65.934	77.478	62.982	24.454	34.003
12/10/2023 4:00:00 AM	49.956	39.108	65.204	77.437	63.074	24.398	34.002
12/10/2023 4:10:00 AM	49.871	39.053	65.156	77.393	63.139	24.351	34.002
12/10/2023 4:20:00 AM	49.843	39.045	65.147	77.355	63.198	24.297	34.001
12/10/2023 4:30:00 AM	49.780	39.037	65.144	77.320	63.258	24.252	33.999
12/10/2023 4:40:00 AM	49.839	39.029	65.141	77.285	63.405	24.200	33.978
12/10/2023 4:50:00 AM	49.770	39.021	65.137	77.250	63.557	24.153	33.959
12/10/2023 5:00:00 AM	49.870	39.013	65.134	77.214	63.669	24.107	33.957
12/10/2023 5:10:00 AM	49.785	39.008	65.133	77.178	63.752	24.059	33.955
12/10/2023 5:20:00 AM	49.762	39.009	65.141	77.138	63.829	23.999	33.954
12/10/2023 5:30:00 AM	49.717	39.010	65.151	77.098	64.109	23.932	33.953
12/10/2023 5:40:00 AM	49.690	39.011	65.161	77.059	64.573	23.861	33.952
12/10/2023 5:50:00 AM	49.696	39.012	65.170	77.021	64.833	23.797	33.951
12/10/2023 6:00:00 AM	49.721	39.012	65.241	76.982	64.951	23.734	33.951
12/10/2023 6:10:00 AM	49.650	39.013	64.322	76.942	65.036	23.682	33.951
12/10/2023 6:20:00 AM	49.579	39.012	64.261	76.902	65.318	23.623	33.951
12/10/2023 6:30:00 AM	49.561	39.011	64.264	76.860	65.522	23.560	33.951
12/10/2023 6:40:00 AM	49.542	39.010	66.278	76.818	65.594	23.502	33.951
12/10/2023 6:50:00 AM	49.523	39.009	66.217	76.778	65.666	23.450	33.951
12/10/2023 7:00:00 AM	49.497	39.009	66.228	76.737	65.742	23.405	33.951
12/10/2023 7:10:00 AM	49.462	39.002	66.240	76.681	65.822	23.356	33.951
12/10/2023 7:20:00 AM	49.423	38.986	66.251	76.624	66.018	23.293	33.951
12/10/2023 7:30:00 AM	49.404	38.969	66.130	76.569	66.366	23.234	33.951
12/10/2023 7:40:00 AM	49.373	38.953	65.917	76.524	66.504	23.177	33.951
12/10/2023 7:50:00 AM	49.279	38.937	65.860	76.486	66.596	23.114	33.951
12/10/2023 8:00:00 AM	49.246	38.921	65.717	76.445	66.684	23.050	33.951
12/10/2023 8:10:00 AM	49.221	38.778	65.687	76.399	66.762	22.979	33.952
12/10/2023 8:20:00 AM	49.249	38.912	65.710	76.354	66.840	22.920	33.952
12/10/2023 8:30:00 AM	49.197	38.850	65.839	76.311	66.932	22.870	33.953
12/10/2023 8:40:00 AM	49.117	38.847	65.759	76.268	67.063	22.814	33.953
12/10/2023 8:50:00 AM	49.093	38.845	65.594	76.227	67.310	22.748	33.953
12/10/2023 9:00:00 AM	49.069	38.843	65.454	76.187	67.506	22.687	33.953
12/10/2023 9:10:00 AM	49.040	38.840	65.460	76.148	67.829	22.613	33.953
12/10/2023 9:20:00 AM	48.992	38.838	65.467	76.110	67.936	22.552	33.953
12/10/2023 9:30:00 AM	48.928	38.836	65.474	76.068	68.002	22.492	33.953
12/10/2023 9:40:00 AM	48.921	38.836	65.481	76.016	68.070	22.419	33.953
12/10/2023 9:50:00 AM	48.903	38.836	65.865	75.968	68.167	22.329	33.953
12/10/2023 10:00:00 AM	48.849	38.836	70.621	75.926	68.281	22.201	33.953
12/10/2023 10:10:00 AM	48.799	38.836	70.678	75.883	68.488	22.067	33.953
12/10/2023 10:20:00 AM	48.753	38.836	70.665	75.833	68.706	21.997	33.953
12/10/2023 10:30:00 AM	48.660	38.836	70.653	75.784	69.006	21.924	33.953
12/10/2023 10:40:00 AM	48.599	38.835	70.640	75.739	69.138	21.859	33.953
12/10/2023 10:50:00 AM	48.636	38.835	70.627	75.692	69.205	21.796	33.953
12/10/2023 11:00:00 AM	48.549	38.834	70.615	75.634	69.300	21.730	33.954
12/10/2023 11:10:00 AM	48.492	38.833	70.629	75.582	69.716	21.674	33.954
12/10/2023 11:20:00 AM	48.473	38.832	70.655	75.537	69.950	21.629	33.955
12/10/2023 11:30:00 AM	48.454	38.820	70.682	75.492	70.035	21.583	33.955
12/10/2023 11:40:00 AM	48.431	38.793	70.659	75.447	70.112	21.531	33.955
12/10/2023 11:50:00 AM	48.370	38.765	70.536	75.405	70.163	21.481	33.956
12/10/2023 12:00:00 PM	48.327	35.548	70.527	75.367	70.214	21.426	33.956
12/10/2023 12:10:00 PM	48.297	36.381	70.519	75.330	70.264	21.372	33.956
12/10/2023 12:20:00 PM	48.256	37.197	70.510	75.286	70.316	21.322	33.956
12/10/2023 12:30:00 PM	48.301	37.190	70.501	75.237	70.371	21.259	33.956
12/10/2023 12:40:00 PM	48.261	37.183	70.493	75.188	70.426	21.195	33.956
12/10/2023 12:50:00 PM	48.079	37.176	70.491	75.138	70.511	21.135	33.954
12/10/2023 1:00:00 PM	48.090	37.169	70.491	75.085	70.945	21.063	33.945
12/10/2023 1:10:00 PM	48.050	37.163	70.491	75.034	71.421	20.993	33.936
12/10/2023 1:20:00 PM	47.938	37.163	70.491	74.990	71.701	20.938	33.927
12/10/2023 1:30:00 PM	47.915	37.163	70.491	74.944	71.836	20.884	33.919
12/10/2023 1:40:00 PM	47.926	37.163	70.493	74.893	72.021	20.818	33.916
12/10/2023 1:50:00 PM	47.919	37.163	70.508	74.839	72.416	20.752	33.914
12/10/2023 2:00:00 PM	47.925	37.163	70.528	74.783	72.588	20.700	33.913
12/10/2023 2:10:00 PM	47.843	37.163	70.547	74.737	72.675	20.653	33.911
12/10/2023 2:20:00 PM	47.729	37.163	70.446	74.693	72.760	20.606	33.910
12/10/2023 2:30:00 PM	47.702	37.163	69.486	74.653	72.846	20.559	33.908
12/10/2023 2:40:00 PM	47.711	37.163	69.478	74.614	72.942	20.505	33.907
12/10/2023 2:50:00 PM	47.649	37.163	69.470	74.576	73.258	20.455	33.906
12/10/2023 3:00:00 PM	47.573	37.163	69.462	74.541	73.446	20.408	33.906
12/10/2023 3:10:00 PM	47.565	37.157	69.454	74.505	73.567	20.361	33.905
12/10/2023 3:20:00 PM	47.531	37.135	69.446	74.467	73.689	20.309	33.904
12/10/2023 3:30:00 PM	47.462	37.111	69.442	74.426	74.041	20.253	33.903
12/10/2023 3:40:00 PM	47.345	37.088	69.441	74.382	74.432	20.196	33.903
12/10/2023 3:50:00 PM	47.413	36.777	69.440	74.334	74.571	20.141	33.902
12/10/2023 4:00:00 PM	47.473	36.700	69.439	74.283	74.615	20.082	33.902
12/10/2023 4:10:00 PM	47.413	36.670	69.439	74.223	74.659	20.011	33.902
12/10/2023 4:20:00 PM	47.345	36.660	69.438	74.184	74.703	19.939	33.901
12/10/2023 4:30:00 PM	47.267	36.650	69.438	74.153	74.751	19.864	33.901
12/10/2023 4:40:00 PM	47.199	36.639	69.438	74.122	74.811	19.793	33.901
12/10/2023 4:50:00 PM	47.235	36.629	69.439	74.078	74.873	19.715	33.902
12/10/2023 5:00:00 PM	47.150	36.620	69.440	74.027	74.936	19.633	33.902
12/10/2023 5:10:00 PM	47.073	36.619	69.441	73.966	75.009	19.565	33.902
12/10/2023 5:20:00 PM	47.046	36.619	69.442	73.906	75.083	19.491	33.903
12/10/2023 5:30:00 PM	47.130	36.619	69.450	73.853	75.259	19.412	33.901
12/10/2023 5:40:00 PM	47.088	36.619	69.472	73.805	75.606	19.330	33.883
12/10/2023 5:50:00 PM	47.076	36.619	69.531	73.761	75.894	19.251	33.865
12/10/2023 6:00:00 PM	47.059	36.619	69.488	73.714	76.037	19.180	33.861
12/10/2023 6:10:00 PM	47.028	36.618	69.483	73.664	76.147	19.111	33.859
12/10/2023 6:20:00 PM	46.995	36.617	69.478	73.615	76.531	19.044	33.857
12/10/2023 6:30:00 PM	46.951	36.617	69.474	73.567	76.827	18.978	33.855
12/10/2023 6:40:00 PM	46.980	36.616	69.469	73.517	77.089	18.920	33.853
12/10/2023 6:50:00 PM	46.952	36.615	69.466	73.466	77.373	18.869	33.851
12/10/2023 7:00:00 PM	46.792	36.611	69.467	73.419	77.459	18.830	33.850
12/10/2023 7:10:00 PM	46.771	36.593	69.468	73.373	77.541	18.785	33.850
12/10/2023 7:20:00 PM	46.743	36.573	69.469	73.336	77.608	18.742	33.850
12/10/2023 7:30:00 PM	46.722	36.553	69.469	73.302	77.673	18.692	33.849
12/10/2023 7:40:00 PM	46.629	36.533	69.470	73.268	77.822	18.637	33.849
